IndicatorCode,IndicatorName
SA_0000001835,"Alcohol-related road traffic deaths, per 100,000 population"
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%)
HWF_0026,Nursing personnel (%)
NCD_CCS_PA_POL_AGEING,Existence of policy promoting physical activity: active ageing
E_comprehensive_subnat,"Subnational bans on advertising, promotion and sponsorship - at least one jurisdiction has a comprehensive ban in place"
NUTRITION_WH_2_NUM,"Wasting  among children under 5 years of age (weight-for-height <-2 SD), number (in thousands), survey-based estimates"
FOODBORNE_DTH_LT5,"Foodborne deaths, aged less than 5 years"
GASPTICRO,Number of isolates tested for ceftriaxone
ASSISTIVETECH_Q09,Existence of regulations/standards/guidelines/protocols on assistive technology
Adult_daily_tob_use,Prevalence of daily tobacco use among adults (%)
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude"
HEPATITIS_HBV_TESTPOSITIVE_ANC_PERCENT,"Pregnant women attending antenatal care, tested positive for HBsAg (percent)"
WCO_CSSPRIORITIES,Country Cooperation Strategy Priorities
PRISON_C8_CONDOMS,In-prison condoms free of charge
FOODBORNE_YLD_100K_TOTAL,"Foodborne years lived with disability per 100 000, all ages"
NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program
TB_rdst_num_prct,The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients expressed as percentage.
SA_0000001807_AA,"Cancer, alcohol-attributable, age-standardized death rates, per 100,000 population"
PRISON_B9_1_DENTISTS_RATIO,Dentists in prisons (FTEs per 1000 prisoners)
NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported
NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes
FOODBORNE_YLL_CASE_GE5,"Foodborne years of life lost per case, aged 5 years and above"
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate)
PRISON_A4_NEWPRISONERS_PER100KPOP,Number of people newly-admitted to prison (per 100 000 inhabitants)
Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%)
M_Est_tob_daily_std,Estimate of daily tobacco use prevalence (%) (age-standardized rate)
GASPTICIP,Number of isolates tested for ciprofloxacin
ORALHEALTH_UNTREATEDCARIESDECIDUOUS,Prevalence of untreated caries of deciduous teeth in children 1-9 years (%)
FOODBORNE_YLD_100K_LT5,"Foodborne years lived with disability per 100 000, aged less than 5 years"
NCD_CCS_TEL_AML_COMBO,General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector
SCSUD_HWFSUPPORT,"Substance use disorders service coverage, system of ongoing support for health workforce"
TAXBEV_IMPORTDUTIES,Import duties on beverages (%)
R_afford_cat,"Affordability of cigarettes: category of change in the last 10 years (Yes (less affordable), No (more affordable), No change)"
Yth_nonsmoked_age_grp,Age range of latest youth prevalence survey (nonsmoked)
IHRSPAR2_C04,Laboratory
M4_youth_recent,Most recent school-based survey among adolescents was recent (in the past 5 years)
M3_adult_periodic,Survey previous to the most recent survey among adults was within the 5 years prior
GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)"
R_contains_nicotine,Cheapest breand of e-liquid contains nicotine or not
AIR_75,Household air pollution attributable DALYs in children under 15 years
MALARIA_PRES_CASES,Number of presumed malaria cases
FINPROTECTION_IMP_NP_REL_LEVEL_SH,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global)"
Youth_survey_title,Title of most recent adolescent survey
TB_cc_prct_Q2,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q2 income or expenditure quantile.
NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake"
HEPATITIS_HCV_DIAGNOSED_NUM,Chronic hepatitis C (HCV) infected persons diagnosed (number)
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases)
IHRSPAR2_C11,Points of entry (PoEs) and border health
NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%)
NLIS_NU_CA_053,"NLIS: Introduction to solid, semisolid or soft foods in infants 6-8 months (%)"
SCSUD_MEDNTG,"Substance use disorders service coverage, medicine included into official manual/ national treatment guidelines"
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%)
IHRSPAR2_C05,Surveillance
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity
PRISON_A1_CAPACITY,Official prison capacity (count)
PRISON_D4_HEPC_DIAG_TOT,In-prison Hepatitis C diagnosis (number of diagnoses)
R_afford_inflation_adjusted_price_lcu,Inflation-adjusted prices for most sold brand of cigarettes: Price in local currency adjusted by year on year changes in average consumer prices in each country
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10)
NCD_CCS_ComboInhaler,General availability of combination budesonide formoterol inhaler in the public health sector
ASSISTIVETECH_PAYERSAT,Funding for assistive products (%)
ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,Incidence rate of lip and oral cavity cancer (per 100 000 population)
E6a_pt_of_sale,Ban on advertising at point of sale
NCD_CCS_SatTransFat,Existence of national policies on saturated fatty acids / trans-fats
HEPATITIS_HCV_TREATMENT_CUM_PERINFECTED_CRD_PER100,"Chronic hepatitis C (HCV) cumulative treatment rate as percentage of total infected, including cured  (%)"
NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%)
Adult_nonsmoked_svy_yr,Year of latest adult prevalence survey (nonsmoked)
FINPROTECTION_IMP_NP_215_LEVEL_MILLION,"Total population pushed below the $2.15 a day poverty line by household health expenditures (millions, regional, global)"
R_admin_duty_free_banned,Tobacco tax administration: Sales of duty (or excise) free cigarettes banned
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score)
NCD_CCS_DIET_SVY,"Has conducted a recent, national adult risk factor survey covering unhealthy diet"
ORALHEALTH_FREESUGARSREDUCTION,Implementing policy measures aiming to reduce free sugars intake
ORALHEALTH_AVAILABILITY_RESTORATIVE,Oral health: Basic restorative dental procedures to treat existing dental decay
FOODBORNE_YLL,Foodborne years of life lost
fpsmowho,Demand for family planning satisfied - use of modern methods (%)
MSM_SYPHILISPREV_PERCENT,Men who have sex with men: Syphilis prevalence (percent)
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$)
R_min_price_policy,Tobacco tax structure: A minimum price policy is implemented
HAZARD_YLL_TOTAL,"Years of life lost caused by hazards, all ages"
PRISON_D4_SUD_DIAG_TOT,In-prison active drug use diagnosis (number of diagnoses)
SCSUD_MEDACCESSPROGRESS,"Substance use disorders service coverage, access to medicine progress"
SA_0000001840,"Alcohol, heavy continuous drinkers, drinkers only, past year (%)"
SCSUD_PHARMPROGRESS,"Substance use disorders service coverage, pharmacological treatment services progress"
FOODBORNE_DALY_100k_TOTAL,"Foodborne disability-adjusted life years per 100 000, all ages"
NUT_BF_EBF_NUMTH,Exclusive breastfeeding under six months (in thousands)
ORALHEALTH_DENOMINATOR_TTLPOP,Total population in thousands (oral health)
STI_TRICHOMONIASIS_INCIDENCE_PER1000,Incident cases of trichomoniasis in individuals (per 1000)
FINPROTECTION_IMP_NP_365_LEVEL_SH,"Total population pushed below the $3.65 a day poverty line by household health expenditures (%, regional, global)"
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years)
FOODBORNE_YLL_CASE,Foodborne years of life lost per case
NCD_CCS_foot_vibr,General availability of foot vibration perception by tuning fork at the primary health care level
NLIS_NU_CA_116,NLIS: Minimum dietary diversity (MDD) in children 6-23 months (%)
vdpt,DTP3 immunization coverage among one-year-olds (%)
PRETERMBIRTH_NUMBER,Preterm birth (number)
HEPATITIS_HBV_ADDEDTEST_ANC_PERCENT,Pregnant women attending antenatal care who received additional testing for HBV (percent)
SCSUD_SBI,"Substance use disorders service coverage, screening and brief interventions"
FOODBORNE_DTH_TOTAL,"Foodborne deaths, all ages"
HEPATITIS_HBV_TREATMENT_PERINFECTED_PER100,Chronic hepatitis B (HBV) treatment rate as percentage of total infected (%)
ASSISTIVETECH_USEPREVALENCE,Prevalence of use of assistive products (%)
FOODBORNE_DALY_100k_GE5,"Foodborne disability-adjusted life years per 100 000, aged 5 years and above"
Adult_svy_age_range,Age range of most recent survey of adults
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands)
FINPROTECTION_IMP_PREL_LEVEL_SH,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global)"
SE_PRM_PRSL_ZS,Persistence to last grade of primary (% of cohort)
PRISON_B11_VACPREV_FLU,In-prison vaccination for seasonal flu
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized"
Youth_svy_national,Representativeness of most recent adolescent survey
TB_drs_rr_prct,Prevalence of rifampicin resistance among pulmonary TB cases.
HEPATITIS_HCV_TESTING_PWID_PERCENT,"People living with HIV who inject drugs, diagnosed with chronic hepatitis C infection (percent)"
IHRSPAR_CAPACITY04,Food Safety (SPAR)
GASPTICFM,Number of isolates tested for cefixime
P_compl_p3,Compliance with smoke-free universities law (score)
E21a_direct_ad_fines,Law requires fines for violations of advertising bans
NCD_CCS_urine_strips_gluc_ketone,General availability of urine strips for glucose and ketone measurement at the primary health care level
E21b_indirect_ad_fines,Law requires fines for violations of promotion and sponsorship bans
HEPATITIS_HBV_TREATMENT_PERDIAGNOSED_PER100,Chronic hepatitis B (HBV) treatment rate as percentage of diagnosed (%)
DEVICES20,Availability of technical specifications of medical devices to support procurement or donations
DEVICES21,Total density per million population: Telecobalt Unit
DEVICES22,Total density per million population: Radiotherapy units
E_Group,"Enforcing bans on tobacco advertising, promotion and sponsorship"
E10_compliance,Compliance of ban on promotional discounts
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement)
E14_prod_tv_films,Appearance of tobacco products in TV and/or films
E16_csr_promo_self,Ban on tobacco companies/tobacco industry publicizing their “Corporate Social Responsibility” activities
E19_indirect_ad_fines,Law requires fines for violations of indirect advertising bans
E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images"
E2_intl_tv_radio,"Ban on advertising: International TV and radio (broadcast from abroad, including satellite)"
E23_subnat_complete_bans_exist,"Subnational advertising, promotion and sponsorship bans - at least one jurisdiction has a comprehensive ban in place"
E3_compliance,Compliance of ban on advertising on local magazines and newspapers
E4_intl_print,Ban on advertising: International magazines and newspapers
E6_pt_of_sale,Ban on advertising: Point of sale
E8_direct_ad_fines,Law requires fines for violations of direct advertising bans
ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%)
EC_indirect_compliance,Compliance with bans on promotion and sponsorship
RADON_Q501_1,Reference level for dwellings (Bq/m3)
NCD_DIABETES_TREATMENT_CRUDE,"Diabetes treatment coverage, crude"
FINPROTECTION_IMP_P_215_LEVEL_SH,"Total population pushed further below the $2.15 a day poverty line by household health expenditures (%, regional, global)"
SA_0000001836,Alcohol-related road traffic deaths (% of all road traffic deaths)
PRISON_B16_SUICIDERISK,In-prison standardized protocol for suicide
E_compl_e10,Compliance with ban on promotional discounts (score)
FOODBORNE_DALY_100k,Foodborne disability-adjusted life years per 100 000
ASSISTIVETECH_SOURCESOFAT,Sources of assistive products (%)
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases
IHRSPAR2_C13,Food safety
PRISON_B9_1_NURSES_RATIO,Nurses in prisons (FTEs per 1000 prisoners)
FINPROTECTION_IMP_P_215_LEVEL_MILLION,"Total population pushed further below the $2.15 a day poverty line by household health expenditures (millions, regional, global)"
FOODBORNE_ILL_TOTAL,"Foodborne illnesses, all ages"
NCD_CCS_ALC_TARGET,Existence of a national target on alcohol
HIV_NSP_COVERAGE_RATE,NSP coverage among PWID per year (rate)
FINPROTECTION_IMP_P310_POP,"Population pushed further below the $3.20 a day poverty line by household health expenditures (%, national, rural, urban)"
HEPATITIS_HBV_TREATMENT_NUM,Persons on chronic hepatitis B (HBV) treatment (number)
TB_cc_prct_DRTB,Percentage of TB-affected households facing costs >20% of household income or expenditure due to DR-TB.
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day)
TAXBEV_EARMARKEDEXCISETAX,Use of earmarked excise tax on beverages
CCH_SURVEY_MULTISTAKEHOLDER_MECHANISM_EXISTS,Existence of a multi-stakeholder mechanism on health and climate change
IHRSPAR_CAPACITY07,Human Resources (SPAR)
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions)
ORALHEALTH_HWF_DENTALPROSTHETICTECH_10K,Dental prosthetic technicians (per 10 000 population)
IHRSPAR_CAPACITY06,Surveillance (SPAR)
SA_0000001832,"Alcohol-attributable all-cause deaths per 100,000, age standardized"
HIV_CONDOMUSE_PERCENT,Condom use at last high-risk sex (percent)
MALARIA_ITN_COVERAGE,"Population with access to an insecticide-treated bed net (ITN) for malaria protection (%), modelled"
Adult_curr_smokeless,Prevalence of current smokeless tobacco use among adults (%)
E22_subnational_authority_exists,"Subnational bans on tobacco advertising, promotion and sponsorship authority exists"
R_admin_overt_marking,Tobacco tax administration: Marking is overt
R_afford_price_gap_decreased,Tobacco tax structure: Price gap decreased over the last two years (cheapest brand of cigarettes versus the premium brand)
