IndicatorCode,IndicatorName,Language
GLASSAMC_AWARE,Pattern of antibiotic consumption at national level (relative use by AWaRe classification),EN
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported,EN
SA_0000001834,Percent of all DALYs attributable to alcohol,EN
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",EN
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),EN
NCD_CCS_dilated_fundus,General availability of dilated fundus examination at the primary health care level,EN
STI_TRICHOMONIASIS_PREVALENCE_PER100,Prevalence of trichomoniasis in individuals (%),EN
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%),EN
SCSUD_MEDDF,"Substance use disorders service coverage, medicine included in drug formulary",EN
PRISON_D3_DEATHS_COVID_MRATE,In-prison COVID-19 mortality rate (per 100 000 incarcerated persons per year),EN
NCD_CCS_TOB_TARGET,Existence of a national target on tobacco,EN
FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities - developed by WHO/Europe) by out-of-pocket payments (%, national)",EN
ASSISTIVETECH_Q02,Coverage of people in need of assistive technology by legislation,EN
CHILDMORT10TO19,Adolescent mortality rate (per 1 000 age specific cohort),EN
NCD_HYP_DIAGNOSIS_C,"Hypertension diagnosis coverage among adults aged 30-79 , crude",EN
IHRSPAR2_C08,Health services provision,EN
TAXBEV_SUGARCONTENT,Sugar-content of beverage per 100ml,EN
R_admin_tax_stamps_other,"Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products",EN
HEPATITIS_HCV_DEATHS_NUM,Deaths caused by chronic hepatitis C (HCV) infection (number),EN
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),EN
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%),EN
R_admin_identifier_track_and_trace,Tobacco tax administration: Marking/unique identifier contains data for track and tracing purposes,EN
NCD_CCS_SALT_TARGET,Existence of a national target on salt,EN
E_compl_e13,Compliance with ban on appearance of tobacco brands in TV and/or films (score),EN
ANC_ATLEAST1VISIT_PERCENT,Antenatal care coverage - at least one visit (percent),EN
FOODBORNE_YLL_100K,Foodborne years of life lost per 100 000,EN
O_Cytisine_ins,Cytisine - cost covered,EN
TG_PSE_NUM,Transgender: Population size estimate (number),EN
NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,EN
NTD_LEPR13,New leprosy child case detection rate (less than 15 years of age) per 1 000 000 child population,EN
PRISON_B13_ASSESSMENTS,In-prison regular assessments of essential medicines,EN
GASPTIAZM,Number of isolates tested for azithromycin,EN
TAXBEV_EXCISE_TYPE,Type of excise tax applied on beverage,EN
SA_0000001835,"Alcohol-related road traffic deaths, per 100,000 population",EN
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%),EN
HWF_0026,Nursing personnel (%),EN
NCD_CCS_PA_POL_AGEING,Existence of policy promoting physical activity: active ageing,EN
E_comprehensive_subnat,"Subnational bans on advertising, promotion and sponsorship - at least one jurisdiction has a comprehensive ban in place",EN
NUTRITION_WH_2_NUM,"Wasting  among children under 5 years of age (weight-for-height <-2 SD), number (in thousands), survey-based estimates",EN
FOODBORNE_DTH_LT5,"Foodborne deaths, aged less than 5 years",EN
GASPTICRO,Number of isolates tested for ceftriaxone,EN
ASSISTIVETECH_Q09,Existence of regulations/standards/guidelines/protocols on assistive technology,EN
Adult_daily_tob_use,Prevalence of daily tobacco use among adults (%),EN
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",EN
HEPATITIS_HBV_TESTPOSITIVE_ANC_PERCENT,"Pregnant women attending antenatal care, tested positive for HBsAg (percent)",EN
WCO_CSSPRIORITIES,Country Cooperation Strategy Priorities,EN
PRISON_C8_CONDOMS,In-prison condoms free of charge,EN
FOODBORNE_YLD_100K_TOTAL,"Foodborne years lived with disability per 100 000, all ages",EN
NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program,EN
TB_rdst_num_prct,The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients expressed as percentage.,EN
SA_0000001807_AA,"Cancer, alcohol-attributable, age-standardized death rates, per 100,000 population",EN
PRISON_B9_1_DENTISTS_RATIO,Dentists in prisons (FTEs per 1000 prisoners),EN
NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,EN
NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes,EN
FOODBORNE_YLL_CASE_GE5,"Foodborne years of life lost per case, aged 5 years and above",EN
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),EN
PRISON_A4_NEWPRISONERS_PER100KPOP,Number of people newly-admitted to prison (per 100 000 inhabitants),EN
Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%),EN
M_Est_tob_daily_std,Estimate of daily tobacco use prevalence (%) (age-standardized rate),EN
GASPTICIP,Number of isolates tested for ciprofloxacin,EN
ORALHEALTH_UNTREATEDCARIESDECIDUOUS,Prevalence of untreated caries of deciduous teeth in children 1-9 years (%),EN
FOODBORNE_YLD_100K_LT5,"Foodborne years lived with disability per 100 000, aged less than 5 years",EN
NCD_CCS_TEL_AML_COMBO,General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector,EN
SCSUD_HWFSUPPORT,"Substance use disorders service coverage, system of ongoing support for health workforce",EN
TAXBEV_IMPORTDUTIES,Import duties on beverages (%),EN
R_afford_cat,"Affordability of cigarettes: category of change in the last 10 years (Yes (less affordable), No (more affordable), No change)",EN
Yth_nonsmoked_age_grp,Age range of latest youth prevalence survey (nonsmoked),EN
IHRSPAR2_C04,Laboratory,EN
M4_youth_recent,Most recent school-based survey among adolescents was recent (in the past 5 years),EN
M3_adult_periodic,Survey previous to the most recent survey among adults was within the 5 years prior,EN
GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,EN
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",EN
R_contains_nicotine,Cheapest breand of e-liquid contains nicotine or not,EN
AIR_75,Household air pollution attributable DALYs in children under 15 years,EN
MALARIA_PRES_CASES,Number of presumed malaria cases,EN
FINPROTECTION_IMP_NP_REL_LEVEL_SH,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global)",EN
Youth_survey_title,Title of most recent adolescent survey,EN
TB_cc_prct_Q2,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q2 income or expenditure quantile.,EN
NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake",EN
HEPATITIS_HCV_DIAGNOSED_NUM,Chronic hepatitis C (HCV) infected persons diagnosed (number),EN
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),EN
IHRSPAR2_C11,Points of entry (PoEs) and border health,EN
NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,EN
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%),EN
NLIS_NU_CA_053,"NLIS: Introduction to solid, semisolid or soft foods in infants 6-8 months (%)",EN
SCSUD_MEDNTG,"Substance use disorders service coverage, medicine included into official manual/ national treatment guidelines",EN
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),EN
IHRSPAR2_C05,Surveillance,EN
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,EN
PRISON_A1_CAPACITY,Official prison capacity (count),EN
PRISON_D4_HEPC_DIAG_TOT,In-prison Hepatitis C diagnosis (number of diagnoses),EN
R_afford_inflation_adjusted_price_lcu,Inflation-adjusted prices for most sold brand of cigarettes: Price in local currency adjusted by year on year changes in average consumer prices in each country,EN
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),EN
NCD_CCS_ComboInhaler,General availability of combination budesonide formoterol inhaler in the public health sector,EN
ASSISTIVETECH_PAYERSAT,Funding for assistive products (%),EN
ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,Incidence rate of lip and oral cavity cancer (per 100 000 population),EN
E6a_pt_of_sale,Ban on advertising at point of sale,EN
NCD_CCS_SatTransFat,Existence of national policies on saturated fatty acids / trans-fats,EN
HEPATITIS_HCV_TREATMENT_CUM_PERINFECTED_CRD_PER100,"Chronic hepatitis C (HCV) cumulative treatment rate as percentage of total infected, including cured  (%)",EN
NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system,EN
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),EN
Adult_nonsmoked_svy_yr,Year of latest adult prevalence survey (nonsmoked),EN
FINPROTECTION_IMP_NP_215_LEVEL_MILLION,"Total population pushed below the $2.15 a day poverty line by household health expenditures (millions, regional, global)",EN
R_admin_duty_free_banned,Tobacco tax administration: Sales of duty (or excise) free cigarettes banned,EN
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score),EN
NCD_CCS_DIET_SVY,"Has conducted a recent, national adult risk factor survey covering unhealthy diet",EN
ORALHEALTH_FREESUGARSREDUCTION,Implementing policy measures aiming to reduce free sugars intake,EN
ORALHEALTH_AVAILABILITY_RESTORATIVE,Oral health: Basic restorative dental procedures to treat existing dental decay,EN
FOODBORNE_YLL,Foodborne years of life lost,EN
fpsmowho,Demand for family planning satisfied - use of modern methods (%),EN
MSM_SYPHILISPREV_PERCENT,Men who have sex with men: Syphilis prevalence (percent),EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),EN
R_min_price_policy,Tobacco tax structure: A minimum price policy is implemented,EN
HAZARD_YLL_TOTAL,"Years of life lost caused by hazards, all ages",EN
PRISON_D4_SUD_DIAG_TOT,In-prison active drug use diagnosis (number of diagnoses),EN
SCSUD_MEDACCESSPROGRESS,"Substance use disorders service coverage, access to medicine progress",EN
SA_0000001840,"Alcohol, heavy continuous drinkers, drinkers only, past year (%)",EN
SCSUD_PHARMPROGRESS,"Substance use disorders service coverage, pharmacological treatment services progress",EN
FOODBORNE_DALY_100k_TOTAL,"Foodborne disability-adjusted life years per 100 000, all ages",EN
NUT_BF_EBF_NUMTH,Exclusive breastfeeding under six months (in thousands),EN
ORALHEALTH_DENOMINATOR_TTLPOP,Total population in thousands (oral health),EN
STI_TRICHOMONIASIS_INCIDENCE_PER1000,Incident cases of trichomoniasis in individuals (per 1000),EN
FINPROTECTION_IMP_NP_365_LEVEL_SH,"Total population pushed below the $3.65 a day poverty line by household health expenditures (%, regional, global)",EN
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),EN
FOODBORNE_YLL_CASE,Foodborne years of life lost per case,EN
NCD_CCS_foot_vibr,General availability of foot vibration perception by tuning fork at the primary health care level,EN
NLIS_NU_CA_116,NLIS: Minimum dietary diversity (MDD) in children 6-23 months (%),EN
vdpt,DTP3 immunization coverage among one-year-olds (%),EN
PRETERMBIRTH_NUMBER,Preterm birth (number),EN
HEPATITIS_HBV_ADDEDTEST_ANC_PERCENT,Pregnant women attending antenatal care who received additional testing for HBV (percent),EN
SCSUD_SBI,"Substance use disorders service coverage, screening and brief interventions",EN
FOODBORNE_DTH_TOTAL,"Foodborne deaths, all ages",EN
HEPATITIS_HBV_TREATMENT_PERINFECTED_PER100,Chronic hepatitis B (HBV) treatment rate as percentage of total infected (%),EN
ASSISTIVETECH_USEPREVALENCE,Prevalence of use of assistive products (%),EN
FOODBORNE_DALY_100k_GE5,"Foodborne disability-adjusted life years per 100 000, aged 5 years and above",EN
Adult_svy_age_range,Age range of most recent survey of adults,EN
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),EN
FINPROTECTION_IMP_PREL_LEVEL_SH,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global)",EN
SE_PRM_PRSL_ZS,Persistence to last grade of primary (% of cohort),EN
PRISON_B11_VACPREV_FLU,In-prison vaccination for seasonal flu,EN
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",EN
Youth_svy_national,Representativeness of most recent adolescent survey,EN
TB_drs_rr_prct,Prevalence of rifampicin resistance among pulmonary TB cases.,EN
HEPATITIS_HCV_TESTING_PWID_PERCENT,"People living with HIV who inject drugs, diagnosed with chronic hepatitis C infection (percent)",EN
IHRSPAR_CAPACITY04,Food Safety (SPAR),EN
GASPTICFM,Number of isolates tested for cefixime,EN
P_compl_p3,Compliance with smoke-free universities law (score),EN
E21a_direct_ad_fines,Law requires fines for violations of advertising bans,EN
NCD_CCS_urine_strips_gluc_ketone,General availability of urine strips for glucose and ketone measurement at the primary health care level,EN
E21b_indirect_ad_fines,Law requires fines for violations of promotion and sponsorship bans,EN
HEPATITIS_HBV_TREATMENT_PERDIAGNOSED_PER100,Chronic hepatitis B (HBV) treatment rate as percentage of diagnosed (%),EN
DEVICES20,Availability of technical specifications of medical devices to support procurement or donations,EN
DEVICES21,Total density per million population: Telecobalt Unit,EN
DEVICES22,Total density per million population: Radiotherapy units,EN
E_Group,"Enforcing bans on tobacco advertising, promotion and sponsorship",EN
E10_compliance,Compliance of ban on promotional discounts,EN
E13_brand_placement,Ban on appearance of tobacco brands in TV and/or films (product placement),EN
E14_prod_tv_films,Appearance of tobacco products in TV and/or films,EN
E16_csr_promo_self,Ban on tobacco companies/tobacco industry publicizing their “Corporate Social Responsibility” activities,EN
E19_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,EN
E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",EN
E2_intl_tv_radio,"Ban on advertising: International TV and radio (broadcast from abroad, including satellite)",EN
E23_subnat_complete_bans_exist,"Subnational advertising, promotion and sponsorship bans - at least one jurisdiction has a comprehensive ban in place",EN
E3_compliance,Compliance of ban on advertising on local magazines and newspapers,EN
E4_intl_print,Ban on advertising: International magazines and newspapers,EN
E6_pt_of_sale,Ban on advertising: Point of sale,EN
E8_direct_ad_fines,Law requires fines for violations of direct advertising bans,EN
ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),EN
EC_indirect_compliance,Compliance with bans on promotion and sponsorship,EN
RADON_Q501_1,Reference level for dwellings (Bq/m3),EN
NCD_DIABETES_TREATMENT_CRUDE,"Diabetes treatment coverage, crude",EN
